1,1,0,Red Dead Redemption,xenia_canary.exe,Red Dead Redemption,C:\Juegos\Emuladores\Xenia Canary\xenia_canary.exe,.\icons\red_dead_redemption_19772313.png,120296,0,120296,94563,477,43051,43943,92348,0.5,0,8/17/2023 5:12:57 AM,8/17/2023 5:15:05 AM
1,1,0,Team Fortress 2,hl2.exe,Team Fortress 2,D:\Juegos\Juegos de Steam\steamapps\common\Team Fortress 2\hl2.exe,.\icons\team_fortress_2_79473584.png,118515,98381,20169,438,158,249,438,0,0.5,0,8/15/2023 6:40:29 PM,8/17/2023 3:59:53 AM
1,1,0,note,notepad++.exe,,C:\Users\luish\Desktop\Programs\Notepad++\notepad++.exe,.\icons\_52549655.png,7412525,2439538,41992,27405,0,27405,27405,0,1,0,8/15/2023 6:46:38 PM,11/16/2024 5:09:55 PM
