1,1,0,Red Dead Redemption,xenia_canary.exe,Red Dead Redemption,C:\Juegos\Emuladores\Xenia Canary\xenia_canary.exe,waitWnd,0,0,0,0,0,0,0,0,0.5,0,--,--
1,1,0,Team Fortress 2,hl2.exe,Team Fortress 2,D:\Juegos\Juegos de Steam\steamapps\common\Team Fortress 2\hl2.exe,waitWnd,0,0,0,0,0,0,0,0,0.5,0,--,--
